,PMCID,PMID,Publisher,Journal,Title,Cost(£),Article_or_Book,TP_notes,Extracted_date,PMC_Title,PMC_DOI,PMC_isOpenAccess,PMC_Journal,PMC_Pub_Year,PMC_Pub_Type,PMC_Citation_Count,Notes,PMC_Journal_ISSN
1862,PMC3465389 ,23019360,National Academy of Sciences,Proceddings of the National Academy of Sciences of USA,Evidence that Viral RNAs have Evolved for Efficient.  Two-stage Packaging,619.83,Article,,23/03/2014,"Evidence that viral RNAs have evolved for efficient, two-stage packaging.",10.1073/pnas.1204357109,N,Proc Natl Acad Sci U S A,2012,"journal article, research support, non-u.s. gov't",10,,0027-8424
1863,PMC3712444,23804618,Royal Society,Proceedings B,Suppressors of RNAi from plant viruses are subject to episodic positive selection,1260.0,Article,,23/03/2014,Suppressors of RNAi from plant viruses are subject to episodic positive selection.,10.1098/rspb.2013.0965,Y,Proc Biol Sci,2013,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",1,,0962-8452
1864,PMC3673055,23677344,The Royal Society,Proceedings B,Integrating genealogical and dynamical modelling to infer escape and reversion rates in HIV epitopes,1680.0,Article,,23/03/2014,Integrating genealogical and dynamical modelling to infer escape and reversion rates in HIV epitopes.,10.1098/rspb.2013.0696,Y,Proc Biol Sci,2013,"journal article, research support, non-u.s. gov't",0,,0962-8452
1865,PMC3574339,23282992,Royal Society,Proceedings of Royal Society,Linking the antigen archive structure to pathogen fitness in African trypanosomes,1296.0,Article,,23/03/2014,Linking the antigen archive structure to pathogen fitness in African trypanosomes.,10.1098/rspb.2012.2129,N,Proc Biol Sci,2013,"journal article, research support, non-u.s. gov't",0,,0962-8452
1866,PMC3511132,23129660,Dartmouth Journal Services,Proceedings of the National Academy of Sciences,SGTA antagonizes BAG6-mediated protein triage,603.42,Article,,23/03/2014,SGTA antagonizes BAG6-mediated protein triage.,10.1073/pnas.1209997109,N,Proc Natl Acad Sci U S A,2012,"journal article, research support, non-u.s. gov't",6,,0027-8424
1867,PMC3704016,23776233,Dartmouth Journal Services,Proceedings of the National Academy of Sciences,"Inositol kinase and its product accelerate wound healing by modulating calcium levels, Rho GTPases, and F-actin assembly",660.59,Article,,23/03/2014,"Inositol kinase and its product accelerate wound healing by modulating calcium levels, Rho GTPases, and F-actin assembly.",10.1073/pnas.1217308110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't",2,,0027-8424
1868,PMC2766312,19620389,Dartmouth Journal Services,Proceedings of the National Academy of Sciences,Analysis of Synthetic Lethality Reveals Genetic Interactions Between the GTPase Snu114p and snRNAs in the Catalytic Core of the Saccharomyces cerevisiae Spliceosome,1241.1,Article,,23/03/2014,Analysis of synthetic lethality reveals genetic interactions between the GTPase Snu114p and snRNAs in the catalytic core of the Saccharomyces cerevisiae spliceosome.,10.1534/genetics.109.107243,N,Genetics,2009,"journal article, research support, non-u.s. gov't",1,,0016-6731
1869,PMC3670340,23671116,National Academy of Sciences,Proceedings of the National Academy of Sciences,Systematic identification of conserved bacterial c-di-AMP receptor proteins,395.6,Article,,23/03/2014,Systematic identification of conserved bacterial c-di-AMP receptor proteins.,10.1073/pnas.1300595110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't",6,,0027-8424
1870,PMC3479458,23035246,National Academy of Sciences,Proceedings of the National Academy of Sciences,Structural basis for the recognition and cleavage of abasic DNA in Neisseria meningitidis,605.17,Article,,23/03/2014,Structural basis for the recognition and cleavage of abasic DNA in Neisseria meningitidis.,10.1073/pnas.1206563109,N,Proc Natl Acad Sci U S A,2012,"journal article, research support, non-u.s. gov't, comparative study",0,,0027-8424
1871,PMC3529010,23213201,National Academy of Sciences,Proceedings of the National Academy of Sciences,Interactions between the nucleosome histone core and Arp8 in the INO80 chromatin remodeling complex,614.95,Article,,23/03/2014,Interactions between the nucleosome histone core and Arp8 in the INO80 chromatin remodeling complex.,10.1073/pnas.1214735109,N,Proc Natl Acad Sci U S A,2012,"journal article, research support, non-u.s. gov't",5,,0027-8424
1872,PMC3479523,23011798,National Academy of Sciences,Proceedings of the National Academy of Sciences,Selectively altering belief formation in the human brain ,617.79,Article,,23/03/2014,Selectively altering belief formation in the human brain.,10.1073/pnas.1205828109,N,Proc Natl Acad Sci U S A,2012,"journal article, research support, non-u.s. gov't",3,,0027-8424
1873,PMC3538261,23248312,National Academy of Sciences,Proceedings of the National Academy of Sciences,Repair of the degenerate retina by photoreceptor transplantation,662.09,Article,,23/03/2014,Repair of the degenerate retina by photoreceptor transplantation.,10.1073/pnas.1212677110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't",12,,0027-8424
1874,PMC3557024,23307807,National Academy of Sciences,Proceedings of the National Academy of Sciences,Sexual reproduction and mating-type-mediated strain development in the penicillin-producing fungus Penicillium chrysogenum.,664.89,Article,,23/03/2014,Sexual reproduction and mating-type-mediated strain development in the penicillin-producing fungus Penicillium chrysogenum.,10.1073/pnas.1217943110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't",4,,0027-8424
1875,PMC3666720,23650376,National Academy of Sciences,Proceedings of the National Academy of Sciences,Presynaptic maturation in auditory hair cells requires a critical period of sensory-independent spiking activity,765.36,Article,,23/03/2014,Presynaptic maturation in auditory hair cells requires a critical period of sensory-independent spiking activity.,10.1073/pnas.1219578110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't",3,,0027-8424
1876,PMC3619373,23509276,National Academy of Sciences,Proceedings of the National Academy of Sciences,Neonatal antibody responses are attenuated by interferon gamma produced by NK and T cells during RSV infection,770.75,Article,,23/03/2014,Neonatal antibody responses are attenuated by interferon-γ produced by NK and T cells during RSV infection.,10.1073/pnas.1214247110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't, research support, n.i.h., intramural",2,,0027-8424
1877,PMC3587277,23401559,National Academy of Sciences,Proceedings of the National Academy of Sciences,Tapasin-related protein TAPBPR is an additional component of the MHC class I presentation pathway,792.0,Article,,23/03/2014,Tapasin-related protein TAPBPR is an additional component of the MHC class I presentation pathway.,10.1073/pnas.1222342110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't",2,,0027-8424
1878,PMC3752214,23918390,National Academy of Sciences,Proceedings of the National Academy of Sciences,Progressive hearing loss and gradual deterioration of sensory hair bundles in the ears of mice lacking the actin-binding protein Eps8L2,793.02,Article,,23/03/2014,Progressive hearing loss and gradual deterioration of sensory hair bundles in the ears of mice lacking the actin-binding protein Eps8L2.,10.1073/pnas.1304644110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't, research support, n.i.h., intramural, comparative study",1,,0027-8424
1879,PMC3529034 ,23213245,National Academy of Sciences of the United States of America,Proceedings of the National Academy of Sciences,Increased lipolysis and altered lipid homeostatis protect y-synuclein-null mutant mice from diet induced obesity,751.84,Article,,23/03/2014,Increased lipolysis and altered lipid homeostasis protect γ-synuclein-null mutant mice from diet-induced obesity.,10.1073/pnas.1210022110,N,Proc Natl Acad Sci U S A,2012,"journal article, research support, non-u.s. gov't",5,,0027-8424
1880,PMC3503170,23112182,"National Academy of Sciences, USA",Proceedings of the National Academy of Sciences,Prediction of economic choice by primate amygdala neurons,732.25,Article,,23/03/2014,Prediction of economic choice by primate amygdala neurons.,10.1073/pnas.1212706109,N,Proc Natl Acad Sci U S A,2012,"journal article, research support, non-u.s. gov't",2,,0027-8424
1881,PMC3562850 ,23319650,"National Academy of Sciences, USA",Proceedings of the National Academy of Sciences,Structure of the trypanosome haptoglobin haemoglobin receptor and implications for nutrient uptake and innate immunity,759.3,Article,,23/03/2014,Structure of the trypanosome haptoglobin-hemoglobin receptor and implications for nutrient uptake and innate immunity.,10.1073/pnas.1214943110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't",7,,0027-8424
1882,PMC3666712,23650371,"National Academy of Sciences, USA",Proceedings of the National Academy of Sciences,"CaBP1, a neuronal Ca2+ sensor protein, inhibits inositol trisphosphate receptors by clamping intersubunit interactions",786.98,Article,,23/03/2014,"CaBP1, a neuronal Ca2+ sensor protein, inhibits inositol trisphosphate receptors by clamping intersubunit interactions.",10.1073/pnas.1220847110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",3,,0027-8424
1883,PMC3396515,22733779,PNAS,Proceedings of the National Academy of Sciences,Multistep molecular mechanism for Bone morphogenetic protein extracellular transport in the Drosophila embryo,206.32,Article,,23/03/2014,Multistep molecular mechanism for bone morphogenetic protein extracellular transport in the Drosophila embryo.,10.1073/pnas.1202781109,N,Proc Natl Acad Sci U S A,2012,"journal article, research support, non-u.s. gov't",6,,0027-8424
1884,PMC3568321,23341602,PNAS,Proceedings of the National Academy of Sciences,Specular reflections and the estimation of shape ,663.3,Article,,23/03/2014,Specular reflections and the estimation of shape from binocular disparity.,10.1073/pnas.1212417110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't",1,,0027-8424
1885,PMC3606973,23487775,PNAS Author Publication,Proceedings of the national Academy of Sciences,Dimerization of complement factor H-related proteins modulates complement activation in vivo,779.69,Article,,23/03/2014,Dimerization of complement factor H-related proteins modulates complement activation in vivo.,10.1073/pnas.1219260110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't",10,,0027-8424
1886,PMC3746881,23904481,National Academy of Sciences,Proceedings of the National Academy of Sciences ,BslA is a self-assembling bacterial hydrophobin that coats the Bacillus subtilis biofilm.,888.18,Article,,23/03/2014,BslA is a self-assembling bacterial hydrophobin that coats the Bacillus subtilis biofilm.,10.1073/pnas.1306390110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't",5,,0027-8424
1887,PMC3607024,23401527,National Academy of Sciences ,Proceedings of the National Academy of Sciences ,Astrocyte pathology and the absence of non-cell autonomy in an induced pluripotent stem cell model of TDP-43 proteinopathy.,2691.68,Article,,23/03/2014,Astrocyte pathology and the absence of non-cell autonomy in an induced pluripotent stem cell model of TDP-43 proteinopathy.,10.1073/pnas.1300398110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",12,,0027-8424
1888,PMC3511128 ,23118337,Proceedings of the National Academy of Sciences (PNAS),Proceedings of the National Academy of Sciences (PNAS),The impact of pyrethroid resistance on operational malaria control,831.09,Article,,23/03/2014,Impact of pyrethroid resistance on operational malaria control in Malawi.,10.1073/pnas.1217229109,N,Proc Natl Acad Sci U S A,2012,"journal article, research support, non-u.s. gov't",9,,0027-8424
1889,PMC3009818,21135206,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,"Exquisite sensitivity to subsecond, picomolar nitric oxide transients conferred on cells by guanylyl cyclase-coupled receptors",601.7,Article,,23/03/2014,"Exquisite sensitivity to subsecond, picomolar nitric oxide transients conferred on cells by guanylyl cyclase-coupled receptors.",10.1073/pnas.1013147107,N,Proc Natl Acad Sci U S A,2010,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",10,,0027-8424
1890,PMC3581936,23386723,National Academy of Sciences of the United States of America,Proceedings of the National Academy of Sciences of the United States of America,Specific DNA recognition mediated by a type IV pilin,567.65,Article,,23/03/2014,Specific DNA recognition mediated by a type IV pilin.,10.1073/pnas.1218832110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't",8,,0027-8424
1891,PMC3581986,23391734,National Academy of Sciences USA,Proceedings of the National Academy of Sciences of the United States of America ,STAT2 deficiency and susceptibility to viral illness in humans,890.0,Article,,23/03/2014,STAT2 deficiency and susceptibility to viral illness in humans.,10.1073/pnas.1220098110,N,Proc Natl Acad Sci U S A,2013,"journal article, research support, non-u.s. gov't",2,,0027-8424
1892,PMC3491520,23045674,PNAS,Proceedings of the National Academy of Sciences of the USA,"Cyclooxygenase-1, not cyclooxygenase-2, is responsible for physiological production of prostracyclin in the cardiovascular system",809.62,Article,,23/03/2014,"Cyclooxygenase-1, not cyclooxygenase-2, is responsible for physiological production of prostacyclin in the cardiovascular system.",10.1073/pnas.1209192109,N,Proc Natl Acad Sci U S A,2012,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",9,,0027-8424
1893,PMC3735249,23902900,Royal Society,Proceedings of the Royal Society,Adaptive noise,1260.0,Article,,23/03/2014,Adaptive noise.,10.1098/rspb.2013.1104,Y,Proc Biol Sci,2013,"journal article, review, research support, non-u.s. gov't",1,,0962-8452
1894,PMC3673050,23677343,Royal Society,Proceedings of the Royal Society B: Biological Sciences,Stability of within host parasite communities in a wild mammal system,1050.0,Article,,23/03/2014,Stability of within-host-parasite communities in a wild mammal system.,10.1098/rspb.2013.0598,Y,Proc Biol Sci,2013,"journal article, research support, non-u.s. gov't",1,,0962-8452
1895,PMC3673056,23677345,Royal Society,Proceedings of the Royal Society B: Biological Sciences,Cooperation creates selection for tactical deception,1400.0,Article,,23/03/2014,Cooperation creates selection for tactical deception.,10.1098/rspb.2013.0699,Y,Proc Biol Sci,2013,"journal article, research support, non-u.s. gov't",0,,0962-8452
1896,PMC3497093,23034708,Royal Society,Proceedings of the Royal Society B: Biological Sciences,Inferring subjective states through the observation of actions,1680.0,Article,,23/03/2014,Inferring subjective states through the observation of actions.,10.1098/rspb.2012.1847,Y,Proc Biol Sci,2012,"journal article, research support, non-u.s. gov't",3,,0962-8452
1897,PMC3497249,23097516,Royal Society,Proceedings of the Royal Society B: Biological Sciences,Grey Matter Volume in Early Human Visual Cortex Predicts Proneness to the Sound induced Flash Illusion,1680.0,Article,,23/03/2014,Grey matter volume in early human visual cortex predicts proneness to the sound-induced flash illusion.,10.1098/rspb.2012.2132,Y,Proc Biol Sci,2012,"journal article, research support, non-u.s. gov't",2,,0962-8452
1898,PMC3574303,23222445,Royal Society,Proceedings of the Royal Society B: Biological Sciences,Direct evidence for encoding of motion streaks in human visual cortex,1680.0,Article,,23/03/2014,Direct evidence for encoding of motion streaks in human visual cortex.,10.1098/rspb.2012.2339,Y,Proc Biol Sci,2013,"journal article, research support, non-u.s. gov't",1,,0962-8452
1899,PMC3479731,23015626,The Royal Society,Proceedings of the Royal Society B: Biological Sciences,"Virulence, drug sensitivity and transmission success in the rodent malaria, Plasmodium chabaudi.",1260.0,Article,,23/03/2014,"Virulence, drug sensitivity and transmission success in the rodent malaria, Plasmodium chabaudi.",10.1098/rspb.2012.1792,Y,Proc Biol Sci,2012,"journal article, research support, non-u.s. gov't, research support, u.s. gov't, non-p.h.s., research support, n.i.h., extramural",4,,0962-8452
1900,PMC3259919,21849316,The Royal Society,Proceedings of the Royal Society B: Biological Sciences,Non-linear time series approaches in characterising mood stability and mood instability in bipolar disorder,1680.0,Article,,23/03/2014,Nonlinear time-series approaches in characterizing mood stability and mood instability in bipolar disorder.,10.1098/rspb.2011.1246,Y,Proc Biol Sci,2012,"journal article, research support, non-u.s. gov't",6,,0962-8452
1901,PMC3712420,23782883,The Royal Society,Proceedings of the Royal Society B: Biological Sciences,Analysis of phenotypic evolution in Dictyostelia highlights developmental plasticity as a likely consequence of colonial multicellularity,1680.0,Article,,23/03/2014,Analysis of phenotypic evolution in Dictyostelia highlights developmental plasticity as a likely consequence of colonial multicellularity.,10.1098/rspb.2013.0976,Y,Proc Biol Sci,2013,"journal article, research support, non-u.s. gov't",0,,0962-8452
1902,PMC3601848,23322746,Oxford University Press,"Protein Engineering, Design and Selection (",Evaluating the use of Apo-neocarzinostatin as a cell penetrating protein.,2040.0,Article,,23/03/2014,Evaluating the use of Apo-neocarzinostatin as a cell penetrating protein.,10.1093/protein/gzs104,Y,Protein Eng Des Sel,2013,"evaluation studies, journal article, research support, non-u.s. gov't",0,,1741-0126
1903,PMC3445812,21985771,Elsevier,Protein Expr Purif.,Analysis of conditions affecting auto-phosphorylation of human kinases during expression in bacteria,1938.38,Article,,23/03/2014,Analysis of conditions affecting auto-phosphorylation of human kinases during expression in bacteria.,10.1016/j.pep.2011.09.012,Y,Protein Expr Purif,2012,"journal article, research support, non-u.s. gov't",4,,1046-5928
1904,PMC3649266,23504825,Wiley,Protein Science,Clostridium perfringens epsilon toxin H149A mutant as a platform for receptor binding studies,1935.6,Article,,23/03/2014,Clostridium perfringens epsilon toxin H149A mutant as a platform for receptor binding studies.,10.1002/pro.2250,Y,Protein Sci,2013,"journal article, research support, non-u.s. gov't",1,,0961-8368
1905,PMC3588915,23184293,Wiley,Protein Science,Crystal Structure of the small GTPase Ar16/BBS3 from Trypanosoma brucei,1954.66,Article,,23/03/2014,Crystal structure of the small GTPase Arl6/BBS3 from Trypanosoma brucei.,10.1002/pro.2198,N,Protein Sci,2013,"journal article, research support, non-u.s. gov't",0,,0961-8368
1906,PMC3569869 ,22997008,Wiley-VCH,Protemics,Carbon source-induced reprogramming of the cell wall proteome and secretome modulates the adherence and drug resistance of the fungal pathogen Candida albicans,1409.96,Article,,23/03/2014,Carbon source-induced reprogramming of the cell wall proteome and secretome modulates the adherence and drug resistance of the fungal pathogen Candida albicans.,10.1002/pmic.201200228,Y,Proteomics,2012,"journal article, research support, non-u.s. gov't",9,,1615-9853
1907,PMC3405529,22186015,Elsevier,Protist,A Trypanosoma brucei protein required for maintenance of the flagellum attachment zone and flagellar pocket ER domains,2177.87,Article,,23/03/2014,A Trypanosoma brucei protein required for maintenance of the flagellum attachment zone and flagellar pocket ER domains.,10.1016/j.protis.2011.10.010,Y,Protist,2012,"journal article, research support, non-u.s. gov't",1,,1434-4610
1908,PMC3437796,22149328,American Psychological Association,Psychological Assessment,The factor structure of the autobiographical memory test in recent trauma survivors,2973.32,Article,,23/03/2014,The factor structure of the Autobiographical Memory Test in recent trauma survivors.,10.1037/a0026510,Y,Psychol Assess,2012,"journal article, research support, non-u.s. gov't, comparative study",2,,1040-3590
1909,PMC3544544,22781166,Cambridge University Press,Psychological Medicine,"Patients’ beliefs about the causes, persistence and control of psychotic experiences predict take-up of effective cognitive behaviour therapy for psychosis",1800.0,Article,,23/03/2014,"Patients' beliefs about the causes, persistence and control of psychotic experiences predict take-up of effective cognitive behaviour therapy for psychosis.",10.1017/s0033291712001225,Y,Psychol Med,2013,"journal article, randomized controlled trial, research support, non-u.s. gov't",0,,0033-2917
1910,PMC3943384,23866176,CUP,Psychological Medicine,The methods and outcomes of cultural adaptations of psychological treatments for depressive disorder.,2034.0,Article,,23/03/2014,The methods and outcomes of cultural adaptations of psychological treatments for depressive disorders: a systematic review.,10.1017/s0033291713001785,Y,Psychol Med,2013,journal article,0,,0033-2917
1911,PMC3898726,23759288,CUP,Psychological Medicine,Atypical Interference effect of action observation in autism spectrum conditions,2034.0,Article,,23/03/2014,Atypical interference effect of action observation in autism spectrum conditions.,10.1017/s0033291713001335,Y,Psychol Med,2014,"journal article, research support, non-u.s. gov't",0,Details matched on article title,0033-2917
1912,PMC3880066,23672737,CUP,Psychological Medicine,Depression is related to an absence of optimistically biased belief about future life events,2034.0,Article,,23/03/2014,Depression is related to an absence of optimistically biased belief updating about future life events.,10.1017/s0033291713001074,Y,Psychol Med,2014,"journal article, research support, non-u.s. gov't",0,Details matched on article title,0033-2917
1913,PMC3880065,23659473,CUP,Psychological Medicine,Reduced parahippocampal cortical thickness in subjects at ultra-high risk for psychosis,2034.0,Article,,23/03/2014,Reduced parahippocampal cortical thickness in subjects at ultra-high risk for psychosis.,10.1017/s0033291713000998,Y,Psychol Med,2014,"journal article, research support, non-u.s. gov't",1,Details matched on article title,0033-2917
1914,PMC3444305,22775499,American Psychological Association,Psychological Review,Generalization through the recurrent interaction of episodic memories: a model of the hippocampal system,2534.53,Article,,23/03/2014,Generalization through the recurrent interaction of episodic memories: a model of the hippocampal system.,10.1037/a0028681,Y,Psychol Rev,2012,"journal article, research support, non-u.s. gov't",15,,0033-295x
1915,PMC3494454,22547656,Sage,Psychological Science,Chaotic Homes and Children's Disruptive Behavior: A Longitudinal Cross-Lagged Twin Study,2297.82,Article,,23/03/2014,Chaotic homes and children's disruptive behavior: a longitudinal cross-lagged twin study.,10.1177/0956797611431693,Y,Psychol Sci,2012,"journal article, twin study, research support, non-u.s. gov't, research support, n.i.h., extramural",1,,0956-7976
1916,PMC3938142,23678509,Sage Publications Inc,Psychological Science,Motor Activation during the predicition of nonexecutable actions in infants,1944.14,Article,,23/03/2014,Motor activation during the prediction of nonexecutable actions in infants.,10.1177/0956797612459766,Y,Psychol Sci,2013,"journal article, research support, non-u.s. gov't",3,,0956-7976
1917,PMC3444173,23002418,American Psychological Association,"Psychological Trauma: Theory research, practice and policy",Investigating cognitive pathways to psychopathology: predicting depression and posttraumatic stress disorder from early responses after assault,2973.32,Article,,23/03/2014,Investigating Cognitive Pathways to Psychopathology: Predicting Depression and Posttraumatic Stress Disorder From Early Responses After Assault.,10.1037/a0027006,Y,Psychol Trauma,2012,journal article,1,,1942-9681
1918,PMC3676742,23407782,Springer,Psychopharmacology,Divergent effects of D(2/3) receptor activation in the nucleus accumbens core and shell on impulsivity and locomotor activity in high and low impulsive rats,1142.79,Article,,23/03/2014,Divergent effects of D₂/₃ receptor activation in the nucleus accumbens core and shell on impulsivity and locomotor activity in high and low impulsive rats.,10.1007/s00213-013-3010-3,Y,Psychopharmacology (Berl),2013,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",0,,0033-3158
1919,PMC3636441 ,23299096,Springer,Psychopharmacology,Comparison of the conditioned reinforcing properties of a safety signal and appetitive stimulus: effects of d-amphetamine and anxiolytics,2075.05,Article,,23/03/2014,Comparison of the conditioned reinforcing properties of a safety signal and appetitive stimulus: effects of d-amphetamine and anxiolytics.,10.1007/s00213-012-2952-1,Y,Psychopharmacology (Berl),2013,"journal article, research support, non-u.s. gov't, comparative study",0,,0033-3158
1920,PMC3824307 ,23681165,Springer,Psychopharmacology,"Noradrenergic  versus dopaminergic modulation of impulsivity, attention and monitoring behaviour in rats performing the stop-signal task: possible relevance to ADHD",2265.88,Article,,23/03/2014,"Noradrenergic versus dopaminergic modulation of impulsivity, attention and monitoring behaviour in rats performing the stop-signal task: possible relevance to ADHD.",10.1007/s00213-013-3141-6,Y,Psychopharmacology (Berl),2013,"journal article, research support, non-u.s. gov't",1,,0033-3158
1921,PMC3665474,23705951,BioMed Central,Public Health,Walking and cycling to work despite reporting an unsupportive environment: insights from a mixed-method exploration of resilience,384.0,Article,,23/03/2014,Walking and cycling to work despite reporting an unsupportive environment: insights from a mixed-method exploration of counterintuitive findings.,10.1186/1471-2458-13-497,Y,BMC Public Health,2013,"journal article, research support, non-u.s. gov't",0,,1471-2458
1922,PMC3712184 ,23332733,Elsevier,Public Health,Association between diet and physical activity and sedentary behaviours in 9-10 year old British White children,2321.23,Article,,23/03/2014,Association between diet and physical activity and sedentary behaviours in 9-10-year-old British White children.,10.1016/j.puhe.2012.12.006,Y,Public Health,2013,"journal article, research support, non-u.s. gov't",0,,0033-3506
1923,,,OUP,Public Health Ethics,Using social networking sites for communicable disease control: innovative contact tracing or breach of confidentiality?,1800.0,Article,10.1093/phe/pht023,23/03/2014,,,,,,,,Unable to match title to PMCID,
1924,PMC3458429,22050916,Cambridge University Press,Public Health Nutrition,Prevalence and risk factors for self-reported diabetes among adult men and women in India: findings from a national cross-sectional survey.,2034.0,Article,,23/03/2014,Prevalence and risk factors for self-reported diabetes among adult men and women in India: findings from a national cross-sectional survey.,10.1017/s1368980011002813,Y,Public Health Nutr,2012,journal article,3,,1368-9800
1925,PMC3733066,23507372,CUP,Public Health Nutrition,"Maternal HIV infection and other factors associated with growth outcomes of HIV-uninfected infants in Entebbe, Uganda",2034.0,Article,,23/03/2014,"Maternal HIV infection and other factors associated with growth outcomes of HIV-uninfected infants in Entebbe, Uganda.",10.1017/s1368980013000499,Y,Public Health Nutr,2013,"journal article, randomized controlled trial, research support, non-u.s. gov't",1,,1368-9800
1926,PMC3498219,23166732,Public Library of Science,Public Library of Science,The Sec1/Munc18 protein Vps45 regulates cellular levels of its SNARE binding partners Tlg2 and Snc2 in Saccharomyces cerevisiae,1016.24,Article,,23/03/2014,The Sec1/Munc18 protein Vps45 regulates cellular levels of its SNARE binding partners Tlg2 and Snc2 in Saccharomyces cerevisiae.,10.1371/journal.pone.0049628,Y,PLoS One,2012,"journal article, research support, non-u.s. gov't",2,,1932-6203
1927,PMC3388079,22768341,Public Library of Science,Public Library of Science ONE,T7 RNA polymerase functions in vitro without clustering,1053.41,Article,,23/03/2014,T7 RNA polymerase functions in vitro without clustering.,10.1371/journal.pone.0040207,Y,PLoS One,2012,"journal article, research support, non-u.s. gov't",0,,1932-6203
1928,PMC543219,,public.service.co.uk,Public Service Review,Laboratory Science in Tropical Medicine,6000.0,Article,,23/03/2014,,,,,,,,PMCID not found,
1929,PMC3763377,23474212,Elsevier,Pulmonary Pharmacology & Therapeutics,Pre-Clinical Studies in Cough Research: Role of Transient Receptor Potential (TRP) Channels,2421.77,Article,,23/03/2014,Pre-clinical studies in cough research: role of Transient Receptor Potential (TRP) channels.,10.1016/j.pupt.2013.02.007,Y,Pulm Pharmacol Ther,2013,journal article,1,,1094-5539
1930,PMC3488812,22716960,Cambridge University Press,Pyschological Medicine,A Comparison of the Clinical Characteristics of Women with Recurrent Major Depression with and without Suicidal Symptomolgy,1800.0,Article,,23/03/2014,A comparison of the clinical characteristics of women with recurrent major depression with and without suicidal symptomatology.,10.1017/s003329171200058x,Y,Psychol Med,2012,"journal article, research support, non-u.s. gov't, comparative study",3,,0033-2917
1931,PMC3235332,22123990,Oxford University Press,QJM: An International Journal of Medicine,Hepatitis C virus: current concepts and future challenges,1700.0,Article,,23/03/2014,Hepatitis C virus: current concepts and future challenges.,10.1093/qjmed/hcr231,Y,QJM,2012,"journal article, review, research support, non-u.s. gov't, research support, n.i.h., extramural",5,,1460-2725
1932,PMC3808789,23824939,Oxford University Press,QJM: An International Journal of Medicine,Risk factors for wheezing in infants born in Cuba,2400.0,Article,,23/03/2014,Risk factors for wheezing in infants born in Cuba.,10.1093/qjmed/hct143,Y,QJM,2013,"journal article, research support, non-u.s. gov't",0,,1460-2725
1933,,,Sage Publishing,Qualitative Research,Picturing commuting: photovoice and seeking well-being in everyday travel,480.0,Article,10.1177/1468794112468472 ,23/03/2014,,,,,,,,Unable to match title to PMCID,
1934,PMC3568905 ,22777780,Wiley,Rapid Communications in Mass Spectrometry,"The role of conformational flexibility in B2, microglobulin amyloid fibril formation at neutral pH.",1853.0,Article,,23/03/2014,The role of conformational flexibility in β2-microglobulin amyloid fibril formation at neutral pH.,10.1002/rcm.6282,Y,Rapid Commun Mass Spectrom,2012,"journal article, research support, non-u.s. gov't",3,,0951-4198
1935,PMC3021913,21123519,Bioscientifica,"Reproduction(Cambridge, England)",Influence of energy balance on the somatotrophic axis and matrix metalloproteinase expression in the endometrium of the postpartum dairy cow,1200.0,Article,,23/03/2014,Influence of energy balance on the somatotrophic axis and matrix metalloproteinase expression in the endometrium of the postpartum dairy cow.,10.1530/rep-10-0177,Y,Reproduction,2011,"journal article, research support, non-u.s. gov't",9,,1470-1626
1936,PMC3824936 ,24273450,Springer,Reproductive Medicine and Biology,Nuclear reprogramming of sperm and somatic nuclei in eggs and oocytes,2242.99,Article,,23/03/2014,Nuclear reprogramming of sperm and somatic nuclei in eggs and oocytes.,10.1007/s12522-013-0155-z,N,Reprod Med Biol,2013,journal article,0,,1445-5781
1937,PMC3682634,19196878,SAGE Publications,Reproductive Sciences,Priorities for Endometriosis Research: Recommendations from an International Consensus Workshop ,2373.77,Article,,23/03/2014,Priorities for endometriosis research: recommendations from an international consensus workshop.,10.1177/1933719108330568,Y,Reprod Sci,2009,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",35,,1933-7191
